#,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,Skill Moves,Position,Height,Weight,Release Clause
273,Álex Remiro,27,Spain,82,84,Real Sociedad,28000000,34000,Right,1,GK,192,79,60900000
274,David Soria,29,Spain,82,82,Getafe CF,21000000,32000,Right,1,GK,192,85,44100000
275,B. Bourigeaud,28,France,81,81,Stade Rennais FC,26000000,66000,Right,3,RW,178,68,49400000
276,C. Tolisso,27,France,81,81,Olympique Lyonnais,27500000,75000,Right,3,RCM,181,81,52300000
277,M. Uribe,31,Colombia,81,81,FC Porto,21000000,19000,Right,3,RCM,183,77,42000000
278,L. Ocampos,27,Argentina,81,81,Sevilla FC,27500000,39000,Right,4,SUB,188,84,57800000
279,T. Delaney,30,Denmark,81,81,Sevilla FC,21500000,33000,Left,2,SUB,182,79,45200000
280,S. Obisanya,22,Nigeria,81,88,AFC Richmond,52500000,55000,Right,3,RM,185,77,110300000
281,J. Corona,29,Mexico,81,81,Sevilla FC,25500000,40000,Right,5,RW,173,66,53600000
282,K. Demirbay,28,Germany,81,81,Bayer 04 Leverkusen,25500000,65000,Left,4,LDM,183,71,43400000
283,G. Lo Celso,26,Argentina,81,83,Tottenham Hotspur,31500000,100000,Left,4,RES,177,68,62200000
284,G. Bale,32,Wales,81,81,Los Angeles FC,20500000,14000,Left,4,RS,185,82,30800000
285,R. Andrich,27,Germany,81,82,Bayer 04 Leverkusen,26500000,57000,Right,3,RDM,187,83,47000000
286,Lucas Vázquez,31,Spain,81,81,Real Madrid CF,18500000,140000,Right,4,SUB,173,70,37900000
287,Oscar,30,Brazil,81,81,Shanghai Port FC,25000000,28000,Right,4,SUB,179,70,38800000
288,T. Savanier,30,France,81,81,Montpellier Hérault SC,25000000,33000,Right,4,CAM,172,69,47500000
289,J. Ward-Prowse,27,England,81,82,Southampton,29500000,69000,Right,3,RCM,173,66,58300000
290,É. Banega,34,Argentina,81,81,Al Shabab,12000000,47000,Right,4,RCM,176,78,20400000
291,Pedro Porro,22,Spain,81,87,Sporting CP,38500000,15000,Right,3,RWB,173,69,84700000
292,A. Barák,27,Czech Republic,81,82,Hellas Verona,30000000,41000,Left,4,RF,190,86,53300000
293,M. Pjanić,32,Bosnia and Herzegovina,81,81,FC Barcelona,20000000,145000,Right,3,SUB,178,72,41000000
294,Y. Bissouma,25,Mali,81,86,Tottenham Hotspur,34500000,88000,Right,4,SUB,182,80,68100000
295,Adryan Zonta,30,Brazil,81,81,RB Bragantino,22000000,23000,Left,2,LB,172,68,41800000
296,Cucurella,23,Spain,81,85,Chelsea,34500000,90000,Left,3,SUB,172,66,66400000
297,H. Mkhitaryan,33,Armenia,81,81,Inter,16000000,74000,Right,4,SUB,177,75,26400000
298,L. Martínez,24,Argentina,81,86,Manchester United,35000000,95000,Left,3,SUB,178,77,69100000
299,S. Fofana,27,Côte d'Ivoire,81,81,Racing Club de Lens,27500000,43000,Right,4,LCM,185,74,52300000
300,M. Pašalić,27,Croatia,81,81,Atalanta,27500000,60000,Right,4,RF,188,82,46800000
301,L. Torreira,26,Uruguay,81,83,Galatasaray SK,28500000,73000,Right,3,LCM,166,60,56300000
302,A. Zambo Anguissa,26,Cameroon,81,83,Napoli,28500000,58000,Right,3,CDM,184,78,50600000
303,João Moutinho,35,Portugal,81,81,Wolverhampton Wanderers,10500000,70000,Right,3,LCM,170,61,20000000
304,Bruno Guimarães,24,Brazil,81,86,Newcastle United,38500000,88000,Right,3,CDM,182,74,76000000
305,Richarlison,25,Brazil,81,84,Tottenham Hotspur,34500000,105000,Right,4,SUB,181,71,68100000
306,K. Phillips,26,England,81,85,Manchester City,32000000,120000,Right,3,SUB,178,72,61600000
307,K. Tierney,25,Scotland,81,85,Arsenal,33000000,82000,Left,3,SUB,178,70,65200000
308,J. Hofmann,29,Germany,81,81,Borussia Mönchengladbach,25500000,40000,Right,3,RM,176,73,43400000
309,N. Zaniolo,22,Italy,81,88,Roma,53000000,71000,Left,4,RF,190,75,100700000
310,D. Kulusevski,22,Sweden,81,87,Tottenham Hotspur,41500000,105000,Left,4,RW,186,75,
311,Pedro Gonçalves,24,Portugal,81,86,Sporting CP,39000000,19000,Right,4,RW,173,77,80900000
312,N. Keïta,27,Guinea,81,82,Liverpool,29500000,115000,Right,4,SUB,172,64,56800000
313,I. Sangaré,24,Côte d'Ivoire,81,86,PSV,35500000,20000,Right,3,CDM,191,77,52400000
314,S. Lobotka,27,Slovakia,81,82,Napoli,29500000,64000,Right,3,SUB,170,64,52400000
315,T. Souček,27,Czech Republic,81,83,West Ham United,28000000,75000,Right,3,RDM,192,86,55300000
316,Ricardo Horta,27,Portugal,81,82,SC Braga,30000000,23000,Right,3,LM,173,63,62300000
317,N. Tagliafico,29,Argentina,81,81,Olympique Lyonnais,22500000,72000,Left,3,LB,172,65,42800000
318,M. Rashford,24,England,81,85,Manchester United,37000000,120000,Right,5,SUB,186,70,73100000
319,M. Götze,30,Germany,81,81,Eintracht Frankfurt,25000000,38000,Right,4,LF,176,72,42500000
320,E. Višća,32,Bosnia and Herzegovina,81,81,Trabzonspor,20500000,48000,Right,4,RW,172,63,39000000
321,Welington Dano,22,Brazil,81,81,Clube Atlético Mineiro,27500000,37000,Left,4,LB,178,69,49500000
322,D. Raum,24,Germany,81,85,RB Leipzig,34500000,49000,Left,3,LB,180,75,61200000
323,Iñaki Williams,28,Spain,81,81,Athletic Club de Bilbao,26500000,40000,Right,4,ST,186,80,55700000
324,D. Zakaria,25,Switzerland,81,86,Juventus,34500000,95000,Right,3,RCM,191,81,61200000
325,A. Lacazette,31,France,81,81,Olympique Lyonnais,22000000,81000,Right,4,ST,175,73,41800000
326,Marc Bartra,31,Spain,81,81,Real Betis Balompié,17500000,30000,Right,3,RCB,184,73,36800000
327,G. Laborde,28,France,81,81,Stade Rennais FC,26500000,66000,Left,3,ST,181,78,50400000
328,J. Vertonghen,35,Belgium,81,81,SL Benfica,7000000,13000,Left,3,LCB,191,89,14000000
329,J. Gvardiol,20,Croatia,81,89,RB Leipzig,53000000,41000,Left,3,SUB,185,80,100700000
330,Pablo Sarabia,30,Spain,81,81,Paris Saint-Germain,25000000,95000,Left,4,SUB,174,70,46300000
331,Rosival Dourado,22,Brazil,81,81,Sport Club Corinthians Paulista,27000000,31000,Right,2,LDM,175,70,51300000
332,Palhinha,26,Portugal,81,83,Fulham,28500000,66000,Right,2,LDM,190,85,56300000
333,Matheus Cunha,23,Brazil,81,86,Atlético de Madrid,39500000,60000,Right,4,SUB,184,76,83900000
334,H. Lozano,26,Mexico,81,81,Napoli,28000000,69000,Right,4,SUB,175,70,47600000
335,J. Musiala,19,Germany,81,90,FC Bayern München,55500000,39000,Right,4,LDM,183,70,102700000
336,J. Iličić,34,Slovenia,81,81,Atalanta,12500000,65000,Left,5,SUB,190,79,21300000
337,Nailton Padrenda,26,Brazil,81,81,Clube Atlético Mineiro,28000000,47000,Right,2,RAM,180,75,50400000
338,Heberto Gaúcho,26,Brazil,81,81,Clube Atlético Mineiro,24500000,43000,Right,2,LCB,181,82,44100000
339,V. Grifo,29,Italy,81,81,Sport-Club Freiburg,25500000,40000,Right,4,LM,180,76,43400000
340,M. Politano,28,Italy,81,81,Napoli,26000000,72000,Left,4,RW,171,67,44200000
341,M. Terrier,25,France,81,84,Stade Rennais FC,34000000,61000,Right,3,LW,184,73,67200000
342,M. Akanji,26,Switzerland,81,82,Borussia Dortmund,26500000,51000,Right,2,RES,187,91,47000000
343,C. Vela,33,Mexico,81,81,Los Angeles FC,16000000,14000,Left,4,RW,177,77,24000000
344,M. Taremi,29,Iran,81,81,FC Porto,25500000,22000,Right,4,RS,186,83,51000000
345,Rodrygo,21,Brazil,81,88,Real Madrid CF,52500000,130000,Right,4,RW,174,64,118100000
346,E. Ndicka,22,France,81,85,Eintracht Frankfurt,34000000,30000,Left,2,LCB,192,82,60400000
347,E. Forsberg,30,Sweden,81,81,RB Leipzig,25000000,62000,Right,4,LM,177,76,42500000
348,H. Maguire,29,England,81,82,Manchester United,24000000,120000,Right,2,RCB,194,100,47400000
349,Borja Iglesias,29,Spain,81,81,Real Betis Balompié,25500000,36000,Right,3,ST,187,86,53600000
350,Rafael Tolói,31,Italy,81,81,Atalanta,17500000,55000,Right,2,RCB,185,75,29800000
351,A. Saint-Maximin,25,France,81,83,Newcastle United,32500000,95000,Right,5,LW,173,67,64200000
352,E. Tapsoba,23,Burkina Faso,81,86,Bayer 04 Leverkusen,35000000,49000,Right,2,LCB,194,85,62100000
353,Adriano Bisesi,30,Brazil,81,81,RB Bragantino,25500000,27000,Right,4,RS,188,83,48500000
354,N. Otamendi,34,Argentina,81,81,SL Benfica,8500000,18000,Right,2,RCB,182,78,17000000
355,G. Rodríguez,27,Argentina,81,82,Real Betis Balompié,26500000,30000,Right,2,RDM,185,80,57600000
356,Pepe,39,Portugal,81,81,FC Porto,4600000,12000,Right,2,LCB,187,79,9200000
357,Oswaldinato,30,Brazil,81,81,Flamengo,25500000,54000,Right,2,ST,184,79,45900000
358,D. Upamecano,23,France,81,87,FC Bayern München,37000000,54000,Right,3,SUB,186,90,68500000
359,C. Smalling,32,England,81,81,Roma,16500000,68000,Right,2,CB,194,81,28100000
360,J. Gomez,25,England,81,86,Liverpool,34000000,100000,Right,3,SUB,188,77,65500000
361,Felipe,33,Brazil,81,81,Atlético de Madrid,12500000,57000,Right,2,SUB,190,83,25600000
362,G. Mancini,26,Italy,81,83,Roma,28000000,68000,Right,2,RCB,190,77,49700000
363,I. Konaté,23,France,81,88,Liverpool,48000000,90000,Right,3,SUB,194,95,98400000
364,Gabriel,24,Brazil,81,87,Arsenal,37000000,74000,Left,2,LCB,190,87,77700000
365,R. Le Normand,25,France,81,86,Real Sociedad,34000000,36000,Right,2,LCB,187,81,74000000
366,A. Areola,29,France,81,82,West Ham United,20000000,64000,Right,1,SUB,195,94,39500000
367,José Sá,29,Portugal,81,82,Wolverhampton Wanderers,20000000,74000,Right,1,GK,192,84,39500000
368,Neto,32,Brazil,81,81,AFC Bournemouth,13000000,47000,Right,1,SUB,190,84,26000000
369,N. Pope,30,England,81,81,Newcastle United,17000000,75000,Right,1,GK,199,76,32300000
370,O. Vlachodimos,28,Greece,81,83,SL Benfica,22000000,15000,Right,1,GK,190,81,45700000
371,J. Musso,28,Argentina,81,82,Atalanta,20500000,47000,Right,1,GK,191,93,36400000
372,Renato Sanches,24,Portugal,80,86,Paris Saint-Germain,33000000,72000,Right,4,SUB,176,70,67700000
373,Alex Telles,29,Brazil,80,80,Sevilla FC,18500000,110000,Left,3,SUB,181,71,
374,W. McKennie,23,United States,80,85,Juventus,31500000,90000,Right,3,LCM,183,84,55900000
375,G. Wijnaldum,31,Netherlands,80,80,Roma,17500000,83000,Right,3,LCM,175,74,
376,Fred,29,Brazil,80,80,Manchester United,20500000,120000,Left,4,CDM,169,62,39000000
377,M. Sabitzer,28,Austria,80,80,FC Bayern München,21000000,67000,Right,3,SUB,178,76,34700000
378,T. Koopmeiners,24,Netherlands,80,84,Atalanta,30000000,49000,Left,3,LCM,183,77,53300000
379,Saúl,27,Spain,80,81,Atlético de Madrid,24000000,58000,Left,3,SUB,184,75,51000000
380,C. Biraghi,29,Italy,80,80,Fiorentina,18500000,58000,Left,3,LB,185,78,31500000
381,M. Arnold,28,Germany,80,81,VfL Wolfsburg,20500000,51000,Left,3,RDM,184,74,36400000
382,Renan Lodi,24,Brazil,80,85,Atlético de Madrid,29500000,46000,Left,4,SUB,173,68,62700000
383,L. Paredes,28,Argentina,80,80,Paris Saint-Germain,18500000,79000,Right,4,RES,180,75,34200000
384,E. Buendía,25,Argentina,80,82,Aston Villa,26500000,84000,Right,4,SUB,172,65,52300000
385,M. Hamšík,34,Slovakia,80,80,Trabzonspor,9500000,45000,Right,4,LCM,183,73,18100000
386,Raúl García,35,Spain,80,80,Athletic Club de Bilbao,9000000,28000,Right,3,SUB,184,83,18900000
387,Jonathan Viera,32,Spain,80,80,Unión Deportiva Las Palmas,16500000,14000,Right,4,CAM,171,67,26400000
388,Arthur,25,Brazil,80,82,Juventus,26500000,100000,Right,4,SUB,171,73,47000000
389,M. Guendouzi,23,France,80,86,Olympique de Marseille,33000000,41000,Right,4,LCM,185,68,69300000
390,A. Rabiot,27,France,80,81,Juventus,24000000,105000,Left,3,SUB,192,80,42600000
391,H. Herrera,32,Mexico,80,80,Houston Dynamo,16500000,12000,Right,3,LCM,185,78,23900000
392,R. Baku,24,Germany,80,84,VfL Wolfsburg,30000000,46000,Right,3,RB,176,75,53300000
393,D. Sow,25,Switzerland,80,82,Eintracht Frankfurt,26500000,34000,Right,3,RCM,184,76,47000000
394,F. Coquelin,31,France,80,80,Villarreal CF,17500000,39000,Right,3,SUB,176,74,36800000
395,Danilo,30,Brazil,80,80,Juventus,18000000,95000,Right,3,SUB,184,78,30600000
396,Álex Berenguer,26,Spain,80,80,Athletic Club de Bilbao,23000000,33000,Right,3,SUB,175,73,48300000
397,R. Karsdorp,27,Netherlands,80,81,Roma,22000000,63000,Right,3,RM,184,80,39100000
398,M. de Roon,31,Netherlands,80,80,Atalanta,15000000,51000,Right,3,RCM,185,76,25500000
399,Alex Sandro,31,Brazil,80,80,Juventus,15500000,95000,Left,3,LB,180,80,26400000
400,C. Aránguiz,33,Chile,80,80,Bayer 04 Leverkusen,10500000,53000,Right,3,SUB,171,68,17900000
401,Álex Moreno,29,Spain,80,80,Real Betis Balompié,18500000,29000,Left,3,LB,179,68,38900000
402,J. Clauss,29,France,80,80,Olympique de Marseille,18500000,45000,Right,3,RM,178,69,35200000
403,S. McTominay,25,Scotland,80,83,Manchester United,25000000,100000,Right,3,RCM,193,88,49400000
404,E. Capoue,33,France,80,80,Villarreal CF,13000000,39000,Right,3,RCM,190,80,27300000
405,Lucas Moura,29,Brazil,80,80,Tottenham Hotspur,20500000,105000,Right,4,SUB,174,70,39000000
406,Morales,34,Spain,80,80,Villarreal CF,10000000,39000,Right,4,LS,180,70,21000000
407,A. Rebić,28,Croatia,80,80,AC Milan,21000000,78000,Right,4,SUB,185,78,35700000
408,L. Shaw,26,England,80,81,Manchester United,22500000,105000,Left,3,LB,181,75,44400000
409,M. Dahoud,26,Germany,80,82,Borussia Dortmund,26000000,52000,Right,4,RDM,178,68,46200000
410,Allan,31,Brazil,80,80,Everton,15000000,46000,Right,4,SUB,175,74,28500000
411,V. Coufal,29,Czech Republic,80,80,West Ham United,18500000,73000,Right,3,RB,175,76,35200000
412,D. Blind,32,Netherlands,80,80,Ajax,13500000,20000,Left,3,LCB,180,72,18900000
413,L. Majer,24,Croatia,80,85,Stade Rennais FC,31500000,47000,Left,4,LCM,179,75,62200000
414,Nuno Mendes,20,Portugal,80,88,Paris Saint-Germain,44000000,54000,Left,3,LWB,176,70,90200000
415,T. Hazard,29,Belgium,80,80,Borussia Dortmund,20500000,54000,Right,4,SUB,175,71,34900000
416,R. Freuler,30,Switzerland,80,80,Atalanta,20000000,56000,Right,4,SUB,181,80,34000000
417,X. Schlager,24,Austria,80,84,RB Leipzig,27500000,46000,Left,3,RDM,174,78,48800000
418,Sergi Roberto,30,Spain,80,80,FC Barcelona,18000000,125000,Right,3,SUB,178,68,36900000
419,K. Kampl,31,Slovenia,80,80,RB Leipzig,17500000,58000,Right,3,RCM,178,66,29800000
420,H. Hateboer,28,Netherlands,80,80,Atalanta,19000000,53000,Right,3,RM,185,72,32300000
421,Javi Galán,27,Spain,80,80,RC Celta de Vigo,20500000,28000,Left,3,LB,172,70,43100000
422,H. Traoré,30,Mali,80,80,Stade Rennais FC,18000000,50000,Right,3,RB,175,71,34200000
423,S. Bergwijn,24,Netherlands,80,85,Ajax,32000000,21000,Right,4,LW,178,78,47200000
424,L. Sinisterra,23,Colombia,80,86,Leeds United,33500000,48000,Right,4,LM,172,60,70400000
425,D. Calabria,25,Italy,80,83,AC Milan,25500000,60000,Right,3,RB,177,70,45300000
426,F. Neuhaus,25,Germany,80,84,Borussia Mönchengladbach,29000000,34000,Right,3,LDM,185,77,51500000
427,J. Frimpong,21,Netherlands,80,86,Bayer 04 Leverkusen,31500000,38000,Right,3,RB,171,63,59900000
428,Reguilón,25,Spain,80,83,Tottenham Hotspur,25500000,82000,Left,3,RES,178,68,50400000
429,A. Delort,30,Algeria,80,80,OGC Nice,20500000,55000,Right,3,ST,181,83,39000000
430,H. Vanaken,29,Belgium,80,80,Club Brugge KV,20500000,34000,Right,4,LCM,195,80,28700000
431,M. Arambarri,26,Uruguay,80,85,Getafe CF,28000000,32000,Right,3,LDM,175,74,60900000
432,M. Darmian,32,Italy,80,80,Inter,14500000,63000,Right,3,SUB,182,70,23900000
433,Mario Hermoso,27,Spain,80,82,Atlético de Madrid,22500000,53000,Left,2,SUB,184,75,47800000
434,J. Bowen,25,England,80,83,West Ham United,28000000,73000,Left,4,RM,175,70,55300000
435,E. Dier,28,England,80,81,Tottenham Hotspur,20000000,90000,Right,2,CB,190,90,39500000
436,Danilo Pereira,30,Portugal,80,80,Paris Saint-Germain,17500000,76000,Right,3,SUB,188,83,32400000
437,E. Álvarez,24,Mexico,80,84,Ajax,27500000,17000,Right,2,RCM,187,73,40600000
438,B. Kamara,22,France,80,86,Aston Villa,31000000,69000,Right,3,CDM,184,68,65100000
439,V. Tsygankov,24,Ukraine,80,85,Dynamo Kyiv,32000000,1000,Left,4,LM,178,72,72800000
440,M. Kruse,34,Germany,80,80,VfL Wolfsburg,10500000,58000,Left,4,CAM,180,76,17900000
441,A. Martial,26,France,80,83,Manchester United,28000000,125000,Right,4,SUB,184,76,55300000
442,H. Barnes,24,England,80,83,Leicester City,29000000,77000,Right,3,LM,180,66,57300000
443,N. González,24,Argentina,80,85,Fiorentina,32000000,58000,Left,4,RW,180,72,56800000
444,S. Azmoun,27,Iran,80,81,Bayer 04 Leverkusen,24500000,63000,Right,3,CAM,186,78,43500000
445,J. Correa,27,Argentina,80,80,Inter,23000000,75000,Right,4,SUB,189,75,38000000
446,Deulofeu,28,Spain,80,80,Udinese Calcio,21500000,26000,Right,4,CF,177,73,36600000
447,D. Kamada,25,Japan,80,82,Eintracht Frankfurt,26500000,34000,Right,3,SUB,184,76,47000000
448,J. Timber,21,Netherlands,80,88,Ajax,44500000,14000,Right,3,RCB,179,77,71200000
449,V. Lindelöf,27,Sweden,80,81,Manchester United,21000000,105000,Right,3,SUB,187,80,41500000
450,A. Wan-Bissaka,24,England,80,83,Manchester United,26500000,90000,Right,3,SUB,183,72,52300000
451,A. Belotti,28,Italy,80,80,,0,0,Right,3,SUB,181,84,
452,D. Calvert-Lewin,25,England,80,84,Everton,29500000,52000,Right,3,ST,187,71,58300000
453,William Carvalho,30,Portugal,80,80,Real Betis Balompié,17500000,28000,Right,3,SUB,187,79,36800000
454,Morata,29,Spain,80,80,Atlético de Madrid,21000000,66000,Right,3,SUB,190,84,43100000
455,Carles Gil,29,Spain,80,80,New England Revolution,20500000,13000,Left,4,CAM,170,65,30800000
456,A. Isak,22,Sweden,80,85,Real Sociedad,33000000,37000,Right,4,ST,192,77,71800000
457,G. Scamacca,23,Italy,80,86,West Ham United,33500000,73000,Right,4,SUB,195,85,70400000
458,L. Klostermann,26,Germany,80,82,RB Leipzig,23000000,53000,Right,2,SUB,189,88,40800000
459,Yeray,27,Spain,80,82,Athletic Club de Bilbao,22500000,31000,Right,2,SUB,182,79,48900000
460,N. Aguerd,26,Morocco,80,83,West Ham United,24500000,70000,Left,2,LCB,188,76,48400000
461,K. Zouma,27,France,80,82,West Ham United,22500000,70000,Right,2,RCB,190,95,44400000
462,M. Dembélé,25,France,80,83,Olympique Lyonnais,28500000,73000,Right,3,SUB,183,79,56300000
463,Y. En-Nesyri,25,Morocco,80,85,Sevilla FC,31500000,35000,Left,3,ST,188,78,68500000
464,Joselu,32,Spain,80,80,RCD Espanyol de Barcelona,17000000,27000,Right,3,SUB,192,80,35700000
465,Laure Santeiro,22,Brazil,80,80,Fluminense,25000000,27000,Left,4,CAM,171,63,47500000
466,W. Saliba,21,France,80,87,Arsenal,40000000,58000,Right,2,RCB,192,85,84000000
467,I. McAdoo,26,England,80,83,AFC Richmond,24500000,54000,Right,2,RCB,184,89,48400000
468,E. Smith Rowe,21,England,80,87,Arsenal,43000000,65000,Right,4,SUB,182,72,90300000
469,A. Rrahmani,28,Kosovo,80,80,Napoli,18000000,57000,Right,2,RCB,192,83,30600000
470,N. Milenković,24,Serbia,80,85,Fiorentina,29000000,48000,Right,2,RCB,195,90,51500000
471,S. Botman,22,Netherlands,80,86,Newcastle United,31000000,74000,Left,2,LCB,193,81,65100000
472,A. Romagnoli,27,Italy,80,80,Lazio,19500000,51000,Left,2,LCB,185,75,33200000
473,José Fonte,38,Portugal,80,80,LOSC Lille,3800000,26000,Right,2,RCB,191,84,7200000
474,S. Ortega,29,Germany,80,80,Manchester City,14500000,95000,Right,1,SUB,185,88,26800000
475,B. Leno,30,Germany,80,80,Fulham,14000000,50000,Right,1,SUB,190,83,26600000
476,U. Çakır,26,Turkey,80,84,Trabzonspor,22500000,33000,Right,1,GK,191,82,44400000
477,D. Livaković,27,Croatia,80,83,Dinamo Zagreb,20500000,1000,Right,1,GK,187,79,46600000
478,J. Cillessen,33,Netherlands,80,80,N.E.C. Nijmegen,7000000,13000,Right,1,GK,185,83,10200000
479,T. Vaclík,33,Czech Republic,80,80,,0,0,Right,1,GK,188,85,
480,Kepa,27,Spain,80,83,Chelsea,20500000,80000,Right,1,SUB,186,88,39500000
481,S. Mignolet,34,Belgium,80,80,Club Brugge KV,3600000,24000,Right,1,GK,193,87,5000000
482,M. Dmitrović,30,Serbia,80,81,Sevilla FC,16000000,25000,Left,1,SUB,194,94,34800000
483,W. Benítez,29,Argentina,80,82,PSV,17500000,19000,Right,1,GK,191,93,25800000
484,G. Ochoa,36,Mexico,80,80,,0,0,Right,1,GK,185,78,
485,Héniton Pires,26,Brazil,80,80,Flamengo,16500000,35000,Right,1,GK,182,74,29700000
486,A. Lafont,23,France,80,85,FC Nantes,25500000,21000,Right,1,GK,196,90,52900000
487,M. Flekken,29,Netherlands,80,81,Sport-Club Freiburg,16000000,28000,Right,1,GK,195,87,28400000
488,A. Cragno,28,Italy,80,81,AC Monza,16500000,6000,Right,1,SUB,184,78,
489,Rui Silva,28,Portugal,80,82,Real Betis Balompié,18000000,24000,Right,1,SUB,191,91,39200000
490,D. Ospina,33,Colombia,80,80,Al Nassr,7000000,36000,Right,1,GK,183,80,11900000
491,A. Consigli,35,Italy,80,80,U.S. Sassuolo Calcio,2300000,20000,Right,1,GK,189,82,3900000
492,Ó. Trejo,34,Argentina,79,79,Rayo Vallecano,8000000,25000,Right,3,CAM,180,79,16800000
493,D. Wass,33,Denmark,79,79,Atlético de Madrid,11000000,55000,Right,3,SUB,181,74,22600000
494,J. Veretout,29,France,79,79,Olympique de Marseille,15000000,42000,Right,3,SUB,177,67,28500000
495,A. Florenzi,31,Italy,79,79,AC Milan,12500000,60000,Right,3,SUB,173,67,21300000
496,N. Stanciu,29,Romania,79,79,Wuhan Three Towns,17000000,26000,Right,4,LCM,170,63,26400000
497,Marcos Alonso,31,Spain,79,79,Chelsea,12500000,95000,Left,3,SUB,188,85,23100000
498,O. Zinchenko,25,Ukraine,79,82,Arsenal,21500000,73000,Left,3,LB,175,64,42500000
499,J. McGinn,27,Scotland,79,80,Aston Villa,20000000,83000,Left,3,RCM,178,68,39500000
500,Sérgio Oliveira,30,Portugal,79,79,Galatasaray SK,17000000,70000,Right,3,RCM,181,78,32300000
501,D. Klaassen,29,Netherlands,79,79,Ajax,17000000,21000,Right,3,SUB,179,70,23800000
502,E. Camavinga,19,France,79,89,Real Madrid CF,38000000,78000,Left,4,SUB,182,68,85500000
503,Ander Herrera,32,Spain,79,79,Paris Saint-Germain,14000000,78000,Right,3,SUB,182,71,25900000
504,D. van de Beek,25,Netherlands,79,84,Manchester United,25500000,105000,Right,3,SUB,184,74,50400000
505,A. Doucouré,29,Mali,79,79,Everton,17000000,49000,Right,3,RCM,184,76,32300000
506,R. Bentancur,25,Uruguay,79,83,Tottenham Hotspur,24500000,85000,Right,4,RCM,187,73,48400000
507,Matheus Nunes,23,Portugal,79,86,Sporting CP,35000000,15000,Right,3,LCM,183,76,77000000
508,M. Antonio,32,Jamaica,79,79,West Ham United,14000000,79000,Right,4,ST,178,82,26600000
